scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b
od_05,motorbike,motorbike-2,6846.172276292444,16.430813463101863,284,391.05670908721487,396.3247928041342,573.0088295750519,5.268083716919307,1.3471406050584853,0.05189620758483034,0.9481037924151696,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_05,motorbike,motorbike-3,7383.760810561117,17.721025945346682,281,420.60954994100683,422.9032014332226,617.48712723413,2.2936514922157585,0.5453160758088963,0.048,0.952,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_05,motorbike,motorbike-4,8052.100580253528,19.325041392608465,300,459.01627788065645,467.9097860707698,675.2007618419783,8.89350819011338,1.9375147720634167,0.04222648752399232,0.9577735124760077,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_05,motorbike,motorbike-5,8792.392827452573,21.101742785886177,339,503.12540272598255,514.8779464467952,738.6416151895307,11.752543720812696,2.335907441193839,0.008665511265164644,0.9913344887348353,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_05,motorbike,motorbike-6,10106.789805542736,24.25629553330257,404,577.979336236467,582.7925777147611,845.0668646026587,4.813241478294117,0.8327705121147946,0.0015479876160990713,0.9984520123839009,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_05,motorbike,motorbike-7,11003.54809635794,26.40851543125905,431,642.4732604066144,643.688254484939,929.3772267616038,1.2149940783245938,0.18911200717608656,0.004470938897168405,0.9955290611028316,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_05,motorbike,motorbike-8,12618.001043919243,30.28320250540618,497,717.9566241882012,729.4813379384151,1047.6035311655546,11.524713750213891,1.6052103096402195,0.0013531799729364006,0.9986468200270636,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_06,walking,walking-1,3537.365189594572,42.44838227513487,148,993.1549216030844,1050.0564492532176,1399.9233710108867,56.901527650133175,5.729370757010047,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_06,walking,walking-2,3644.4912539881616,43.733895047857935,180,1030.3505119076308,1082.6898968711087,1446.972852452242,52.33938496347787,5.079765027395843,0.06493506493506493,0.935064935064935,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
od_06,walking,walking-3,3861.827773806514,46.34193328567817,201,1098.2648283772926,1148.4790183445455,1538.6956673436384,50.21418996725288,4.572138583500421,0.029498525073746312,0.9705014749262537,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure
