route_id,segment_id,segment_index,mode,latitude,longitude,segment_geometry,segment_duration_seconds,route_departure_time,segment_entry_time,requested_target_time,supported_target_time,segment_endpoint_arrival_time,forecasting_origin_time,forecast_horizon_hours,target_time_mapping_method,target_time_is_exact,mapping_offset_seconds,station_values_target_time,station_value_source,station_values_used,predicted_pm25,spatial_method,spatial_power,nearest_station_id,nearest_station_distance_km,second_nearest_station_distance_km,contributing_station_count,maximum_idw_weight,idw_weight_concentration,effective_station_count,reliability_status
walking-1,520723263:1:f,21,walking,10.78183405,106.66700875000001,"[[10.7817826,106.6669348],[10.7818855,106.6670827]]",14.253757154967932,2022-02-28T06:00:00,2022-02-28T06:12:11.432725456,2022-02-28T06:12:18.559604034,2022-02-28T07:00:00,2022-02-28T06:12:25.686482611,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2861.440395,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.84492066087182,idw,1.0,6,0.8385945909313508,2.3520628392923646,6,0.5615199025628802,0.3709849956296749,2.6955268050738668,supported
walking-1,520723263:2:f,22,walking,10.781874949999999,106.6671289,"[[10.7818855,106.6670827],[10.7818644,106.6671751]]",7.460753130743864,2022-02-28T06:00:00,2022-02-28T06:12:25.686482611,2022-02-28T06:12:29.416859176,2022-02-28T07:00:00,2022-02-28T06:12:33.147235742,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2850.58314,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.809910756849746,idw,1.0,6,0.8523270473690412,2.3405729864011033,6,0.5569916433764719,0.36722719460676023,2.723109874993967,supported
walking-1,520723263:3:f,23,walking,10.781813249999999,106.66722095,"[[10.7818644,106.6671751],[10.7817621,106.6672668]]",10.912892630563881,2022-02-28T06:00:00,2022-02-28T06:12:33.147235742,2022-02-28T06:12:38.603682057,2022-02-28T07:00:00,2022-02-28T06:12:44.060128372,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2841.396317,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.779952056845303,idw,1.0,6,0.8609987859630291,2.329076639221139,6,0.5540011657955439,0.3648401220887398,2.740926612662329,supported
walking-1,520723263:4:f,24,walking,10.7815847,106.66742585,"[[10.7817621,106.6672668],[10.7814073,106.6675849]]",37.85172910894005,2022-02-28T06:00:00,2022-02-28T06:12:44.060128372,2022-02-28T06:13:02.985992927,2022-02-28T07:00:00,2022-02-28T06:13:21.911857481,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2817.014007,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.708788400344716,idw,1.0,6,0.8791143883797202,2.3009328171977685,6,0.54765580306452,0.3599356167478312,2.778274650992914,supported
walking-1,520723263:5:f,25,walking,10.78138955,106.6676008,"[[10.7814073,106.6675849],[10.7813718,106.6676167]]",3.7858561431603572,2022-02-28T06:00:00,2022-02-28T06:13:21.911857481,2022-02-28T06:13:23.804785553,2022-02-28T07:00:00,2022-02-28T06:13:25.697713624,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2796.195214,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.64620773572427,idw,1.0,6,0.895305925250708,2.2770258273918964,6,0.5420919544800167,0.35573813754098976,2.8110564892266448,supported
walking-1,520723263:6:f,26,walking,10.7812342,106.66773975,"[[10.7813718,106.6676167],[10.7810966,106.6678628]]",29.326725459023578,2022-02-28T06:00:00,2022-02-28T06:13:25.697713624,2022-02-28T06:13:40.361076354,2022-02-28T07:00:00,2022-02-28T06:13:55.024439084,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2779.638923,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.59531403358972,idw,1.0,6,0.9086121538782388,2.258112202699134,6,0.5375902131555544,0.35241369602110284,2.8375741672086408,supported
walking-1,410150095:5:f,27,walking,10.78108005,106.66789275,"[[10.7810966,106.6678628],[10.7810635,106.6679227]]",5.405162770737246,2022-02-28T06:00:00,2022-02-28T06:13:55.024439084,2022-02-28T06:13:57.727020469,2022-02-28T07:00:00,2022-02-28T06:14:00.429601854,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2762.272979,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.5388066850855,idw,1.0,6,0.9238401799642689,2.237814110961368,6,0.5325361103259053,0.34874798813443453,2.867400053973996,supported
walking-1,410150095:6:f,28,walking,10.78100225,106.66803335,"[[10.7810635,106.6679227],[10.780941,106.668144]]",19.977668831805644,2022-02-28T06:00:00,2022-02-28T06:14:00.429601854,2022-02-28T06:14:10.418436270,2022-02-28T07:00:00,2022-02-28T06:14:20.407270686,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2749.581563,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.48869727678809,idw,1.0,6,0.9385743065911665,2.2208623264322154,6,0.5277933077148635,0.3453453350251446,2.895652260445881,supported
walking-1,410150095:7:f,29,walking,10.7808711,106.66826445000001,"[[10.780941,106.668144],[10.7808012,106.6683849]]",22.005173165028964,2022-02-28T06:00:00,2022-02-28T06:14:20.407270686,2022-02-28T06:14:31.409857269,2022-02-28T07:00:00,2022-02-28T06:14:42.412443851,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2728.590142,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.40458812361985,idw,1.0,6,0.9629867498385248,2.1929391650390695,6,0.5200430399952561,0.3399518513354177,2.9415930405195456,supported
walking-1,410150095:0:r,30,walking,10.7808737,106.66848465000001,"[[10.7808012,106.6683849],[10.7809462,106.6685844]]",19.517793840779778,2022-02-28T06:00:00,2022-02-28T06:14:42.412443851,2022-02-28T06:14:52.171340771,2022-02-28T07:00:00,2022-02-28T06:15:01.930237692,2022-02-28T06:00:00,1,ceiling_to_next_hour_no_interpolation,False,2707.828659,2022-02-28T07:00:00,oracle_observed,"{""1"":25.08333333,""2"":50.37666667,""3"":52.32333333,""4"":35.202,""5"":13.78333333,""6"":33.305}",31.328870959325172,idw,1.0,6,0.987027824132937,2.169595671166517,6,0.512688231643253,0.3349464983834144,2.9855514382935766,supported
