departure_time,clock_time,scenario_mode_cases,mean_abs_pct_exposure_diff,mean_spearman,mean_kendall,mean_material_rank_change_pct,nontrivial_selection_difference_rate,mean_oracle_pct_improvement_when_differ,positive_oracle_gain_rate_when_differ
2022-02-27T06:00:00,06:00,60,3.7979330767433654,0.9924603174603174,0.9809523809523809,6.25,0.05,0.02568038351237729,0.3333333333333333
2022-02-27T08:00:00,08:00,60,3.868727573962555,0.998015873015873,0.9940476190476191,2.0833333333333335,0.016666666666666666,0.007607803758584842,1.0
2022-02-27T12:00:00,12:00,60,17.063660449264837,0.9988095238095237,0.9964285714285716,1.25,0.0,,
2022-02-27T17:00:00,17:00,60,4.709434776657803,0.9984126984126984,0.9952380952380954,1.6666666666666667,0.0,,
2022-02-27T20:00:00,20:00,60,0.9574776643468965,0.9988095238095237,0.9964285714285716,1.25,0.0,,
