scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,oracle_exposure_index,predicted_exposure_index,exposure_difference,absolute_exposure_error,percentage_difference,absolute_percentage_error,mean_nearest_station_distance_km,max_nearest_station_distance_km,mean_effective_station_count,moderate_or_weak_segment_fraction,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest
od_07,walking,walking-6,4080.9006073865394,48.970807288638476,190,1777.5838936021212,1303.132744849732,-474.45114875238914,474.45114875238914,-26.690788010626864,26.690788010626864,1.9414015699680691,2.9093363187192076,3.9680385018471522,0.042105263157894736,0.22134387351778656,0.7786561264822134
od_07,walking,walking-7,3015.7407748952337,36.1888892987428,120,1324.8252028420177,965.330185433743,-359.49501740827463,359.49501740827463,-27.135279177742483,27.135279177742483,2.132263017101802,2.9148083737815984,4.120692513705914,0.03333333333333333,0.8968253968253969,0.10317460317460314
od_07,walking,walking-8,3015.8570403392914,36.190284484071505,120,1324.871776098802,965.3665268686308,-359.5052492301712,359.5052492301712,-27.135097578179614,27.135097578179614,2.1321434630793714,2.9148083737815984,4.120531216907906,0.03333333333333333,0.912,0.08799999999999997
od_07,motorbike,motorbike-1,3627.8653750120166,8.70687690002884,138,316.707051850389,231.8400543718206,-84.86699747856841,84.86699747856841,-26.796687027562367,26.796687027562367,2.0419740005860367,2.9093363187192076,4.0555441456421395,0.028985507246376812,1.0,0.0
od_07,motorbike,motorbike-2,3687.3343796905733,8.849602511257377,163,324.04868229367656,235.80359188437217,-88.2450904093044,88.2450904093044,-27.23204729137897,27.23204729137897,2.2049103375657806,2.925801400700092,4.146974586705448,0.024539877300613498,0.25416666666666665,0.7458333333333333
od_07,motorbike,motorbike-3,3876.8683445495967,9.304484026919031,202,338.99241722879356,247.9978389670089,-90.99457826178465,90.99457826178465,-26.842658902417387,26.842658902417387,2.152620940411275,2.9093363187192076,4.171968330502338,0.0049504950495049506,0.10749185667752444,0.8925081433224755
od_07,motorbike,motorbike-4,4415.441329392981,10.597059190543154,208,384.66083787375317,281.5837763740872,-103.07706149966594,103.07706149966594,-26.79686917686592,26.79686917686592,1.819943884542097,2.925801400700092,3.7352270257820743,0.17307692307692307,0.002898550724637681,0.9971014492753624
od_07,motorbike,motorbike-5,5170.4619718541535,12.409108732449967,191,461.3102777349671,333.1341873458898,-128.17609038907727,128.17609038907727,-27.785223216448095,27.785223216448095,2.1134024223801484,2.9564575098913504,4.125885688547069,0.005235602094240838,0.0,1.0
od_07,motorbike,motorbike-6,5317.2180673122,12.761323361549278,202,465.26249961864056,339.61613378183773,-125.64636583680283,125.64636583680283,-27.005478829647945,27.005478829647945,1.9417874267026098,2.94719976610778,3.8166084253172907,0.11386138613861387,0.0029498525073746312,0.9970501474926253
od_07,motorbike,motorbike-7,5942.755175528985,14.262612421269564,256,516.6162138142499,378.37437905424156,-138.24183476000837,138.24183476000837,-26.75909719119141,26.75909719119141,1.765191748598248,3.004139572771944,3.657248170963893,0.10546875,0.002544529262086514,0.9974554707379135
od_07,motorbike,motorbike-8,6766.400071842087,16.239360172421005,240,600.8962485809815,432.643119904468,-168.25312867651348,168.25312867651348,-28.000362637284525,28.000362637284525,1.9011143715045826,3.13244078566591,3.7981817129589293,0.10416666666666667,0.008,0.992
od_08,walking,walking-1,6870.356216816323,82.44427460179587,346,2536.0399494045337,2122.3686317194865,-413.67131768504714,413.67131768504714,-16.311703519582878,16.311703519582878,1.5956571712717362,2.565717103622989,3.55864314199059,0.05491329479768786,1.0,0.0
od_08,walking,walking-2,7066.552712232213,84.79863254678656,281,2689.7513944932407,2213.9000378349106,-475.85135665833013,475.85135665833013,-17.691276511001952,17.691276511001952,1.917030373751381,2.8213198249456846,3.952397204023369,0.199288256227758,0.00966183574879227,0.9903381642512077
od_08,walking,walking-3,7181.705333275932,86.18046399931119,299,2619.3402583434213,2213.9486644891094,-405.39159385431185,405.39159385431185,-15.476858822102717,15.476858822102717,1.6459447121019959,2.5606135633341833,3.598155889198581,0.06354515050167224,0.03697749196141479,0.9630225080385852
od_08,walking,walking-4,7442.834681192636,89.31401617431165,308,2770.0775018681957,2321.2714084707254,-448.80609339747025,448.80609339747025,-16.201932729130736,16.201932729130736,1.6611439970739343,2.8659408416259904,3.629872388840649,0.12987012987012986,0.007704160246533128,0.9922958397534669
od_08,walking,walking-5,7891.429810836159,94.69715773003391,378,2936.432427479095,2462.79052039112,-473.64190708797514,473.64190708797514,-16.129841867146016,16.129841867146016,1.7637968597118006,2.6128871230956237,3.78845110086226,0.1164021164021164,0.004160887656033287,0.9958391123439667
od_08,walking,walking-6,8097.506608513472,97.17007930216167,351,2939.209451722945,2504.5863379032703,-434.6231138196745,434.6231138196745,-14.78707526491184,14.78707526491184,1.5672448285985563,2.5755693540274742,3.5178286021792045,0.06267806267806268,0.004322766570605188,0.9956772334293948
od_08,walking,walking-7,6870.482093297512,82.44578511957015,346,2536.085977675332,2122.407602338905,-413.67837533642705,413.67837533642705,-16.311685762153047,16.311685762153047,1.5956670380734939,2.565717103622989,3.558649823265473,0.05491329479768786,0.9438202247191011,0.0561797752808989
od_08,walking,walking-8,6871.282867681097,82.45539441217315,346,2536.4232346812423,2122.660637279299,-413.76259740194337,413.76259740194337,-16.31283737447476,16.31283737447476,1.5958036857399012,2.565717103622989,3.558885413843074,0.05491329479768786,0.9885057471264368,0.011494252873563204
od_08,motorbike,motorbike-1,6958.7273263523275,16.700945583245588,359,539.4089466786367,429.6715313640514,-109.73741531458523,109.73741531458523,-20.344010975398863,20.344010975398863,1.5584617816933755,2.565717103622989,3.5301584596000155,0.052924791086350974,1.0,0.0
od_08,motorbike,motorbike-2,7215.548279104051,17.317315869849722,333,563.3719283687201,446.6925870761277,-116.67934129259237,116.67934129259237,-20.710890162817474,20.710890162817474,1.6638706043480946,2.5606135633341833,3.6609588027368627,0.14714714714714713,0.048484848484848485,0.9515151515151515
od_08,motorbike,motorbike-3,7573.324596391733,18.17597903134016,344,601.0665303897835,472.6948878224887,-128.37164256729477,128.37164256729477,-21.3573100608426,21.3573100608426,1.7097871816206642,2.8757274718573624,3.7161849219289893,0.23837209302325582,0.0014245014245014246,0.9985754985754985
od_08,motorbike,motorbike-4,7575.277566997327,18.18066616079358,315,578.698024489864,465.4623793826176,-113.2356451072464,113.2356451072464,-19.56731150189536,19.56731150189536,1.6172200109215393,2.5606135633341833,3.5952222912560017,0.05396825396825397,0.03374233128834356,0.9662576687116564
od_08,motorbike,motorbike-5,8390.002444496451,20.136005866791482,363,674.3052585145878,524.6578151672917,-149.64744334729608,149.64744334729608,-22.192833506437594,22.192833506437594,2.119991511557929,2.7045542910436815,4.2143081966662175,0.0,0.0,1.0
od_08,motorbike,motorbike-6,8834.829668619339,21.20359120468641,427,649.5027186461614,527.1191387862834,-122.38357985987795,122.38357985987795,-18.84265859810058,18.84265859810058,1.4229330948014245,2.5755693540274742,3.4615371336043017,0.11007025761124122,0.0,1.0
od_08,motorbike,motorbike-7,9392.556663716472,22.542135992919533,344,675.0956799674273,548.3645885728384,-126.73109139458882,126.73109139458882,-18.772315562840436,18.772315562840436,1.622749021248314,2.583940321596149,3.6245466842406704,0.01744186046511628,0.0,1.0
od_08,motorbike,motorbike-8,9441.957784148508,22.66069868195642,437,756.0613438723727,591.2694298270271,-164.7919140453456,164.7919140453456,-21.796103633776493,21.796103633776493,2.0119662440767705,3.21780235494587,4.034237204385519,0.009153318077803204,0.0012578616352201257,0.9987421383647799
od_09,walking,walking-1,3714.987884771448,44.57985461725738,100,1115.931158650744,1004.3434054282648,-111.58775322247925,111.58775322247925,-9.999519446826664,9.999519446826664,1.254413006990054,2.4283566918669766,3.094443197504215,0.05,1.0,0.0
od_09,walking,walking-2,3994.5810680180316,47.93497281621638,155,1250.9884975274597,1103.033174949045,-147.95532257841478,147.95532257841478,-11.82707298035465,11.82707298035465,1.450890197287543,2.432427560678337,3.4012276045740295,0.07096774193548387,0.0944206008583691,0.9055793991416309
od_09,walking,walking-3,4409.140877200214,52.90969052640257,216,1466.303838442216,1256.4138204497292,-209.89001799248672,209.89001799248672,-14.314224138939132,14.314224138939132,1.5786054230319613,2.4814081529128713,3.6593524212622235,0.09259259259259259,0.009584664536741214,0.9904153354632588
od_09,walking,walking-4,4384.315892491492,52.61179070989791,134,1319.7885116723432,1188.397033034121,-131.39147863822222,131.39147863822222,-9.955494950606303,9.955494950606303,1.3891794070007726,2.3996382211507847,3.266809861667186,0.05970149253731343,0.05405405405405406,0.9459459459459459
od_09,walking,walking-5,4742.4154350489225,56.90898522058707,219,1591.0323030459024,1357.0463279805886,-233.98597506531382,233.98597506531382,-14.706550873754521,14.706550873754521,1.7199915950099691,2.557990431412216,3.794975367912235,0.0593607305936073,0.006309148264984227,0.9936908517350158
od_09,walking,walking-6,4802.7629451718985,57.63315534206278,171,1482.3259393180801,1318.3824528448656,-163.94348647321453,163.94348647321453,-11.059881104734231,11.059881104734231,1.4671128908140363,2.4283566918669766,3.385512750758843,0.05263157894736842,0.17316017316017315,0.8268398268398268
od_09,walking,walking-7,3715.8630156975987,44.59035618837118,100,1116.2489614956082,1004.6142029513264,-111.6347585442818,111.6347585442818,-10.00088353002432,10.00088353002432,1.2544813669719337,2.431417274747927,3.0944900749380264,0.05,0.9607843137254902,0.039215686274509776
od_09,walking,walking-8,3715.9843329914643,44.59181199589757,103,1115.9798431567185,1004.5244589078458,-111.45538424887275,111.45538424887275,-9.987221985444133,9.987221985444133,1.2763871481389084,2.4283566918669766,3.126038365313927,0.04854368932038835,0.897196261682243,0.10280373831775702
od_09,motorbike,motorbike-1,4134.123639767717,9.921896735442521,158,257.2031686150781,227.65398072470325,-29.54918789037484,29.54918789037484,-11.488656243810587,11.488656243810587,1.215548283033447,2.432427560678337,3.113252756212401,0.08227848101265822,1.0,0.0
od_09,motorbike,motorbike-2,4538.957874153826,10.893498897969183,218,305.5387913431755,260.28811010268197,-45.25068124049352,45.25068124049352,-14.810126413594665,14.810126413594665,1.7033463621219995,2.4919113337745693,3.7860029055779805,0.06422018348623854,0.010752688172043012,0.989247311827957
od_09,motorbike,motorbike-3,4554.583954733635,10.931001491360725,192,296.78410060250576,256.58610210362554,-40.197998498880224,40.197998498880224,-13.544525605405976,13.544525605405976,1.4701845824674458,2.4613021622725895,3.497477660224766,0.09895833333333333,0.13636363636363635,0.8636363636363636
od_09,motorbike,motorbike-4,5284.244385537157,12.682186525289175,179,327.7968842749196,290.63622808324266,-37.160656191676935,37.160656191676935,-11.336488531267035,11.336488531267035,1.2878544114150545,2.46175248618609,3.2128062527969132,0.0782122905027933,0.053125,0.946875
od_09,motorbike,motorbike-5,6360.1463585915835,15.264351260619799,284,457.8362031596479,377.9868684523685,-79.84933470727935,79.84933470727935,-17.440589921945474,17.440589921945474,1.8398291142239072,2.5533719386171874,3.917516552365997,0.028169014084507043,0.004545454545454545,0.9954545454545455
od_09,motorbike,motorbike-6,5752.129528566935,13.805110868560643,272,381.4566543764532,328.1061359648369,-53.35051841161629,53.35051841161629,-13.985997569979618,13.985997569979618,1.6153994991711047,2.69616899997212,3.6875116298197512,0.014705882352941176,0.002331002331002331,0.9976689976689976
od_09,motorbike,motorbike-7,7766.043199904027,18.638503679769663,302,564.2041922074383,463.9615269121695,-100.24266529526875,100.24266529526875,-17.767089766396666,17.767089766396666,1.8253604608716452,2.8757274718573624,3.8602271923967995,0.029801324503311258,0.01098901098901099,0.989010989010989
od_09,motorbike,motorbike-8,9897.359620826117,23.75366308998268,417,731.8512330906797,595.5934037457927,-136.257829344887,136.257829344887,-18.618241410820172,18.618241410820172,1.5823207015136644,2.6128871230956237,3.5474532833551593,0.06235011990407674,0.028622540250447227,0.9713774597495528
od_10,walking,walking-1,4185.687637541589,50.22825165049906,164,1855.8591692704306,1326.3242048494005,-529.53496442103,529.53496442103,-28.533143742216126,28.533143742216126,2.2334416863307283,3.7108281246641988,4.113552961893979,0.09146341463414634,1.0,0.0
od_10,walking,walking-2,4395.9991882234835,52.7519902586818,247,1962.914325089165,1399.806874653501,-563.1074504356641,563.1074504356641,-28.68731677375094,28.68731677375094,2.2013860088246036,3.421783970808052,4.128672408401858,0.048582995951417005,0.019851116625310174,0.9801488833746899
od_10,walking,walking-3,4422.248506346172,53.06698207615407,168,1962.131609645984,1402.7676697082693,-559.3639399377148,559.3639399377148,-28.50797251253893,28.50797251253893,2.2878562120463934,3.5694515208074877,4.115312675697287,0.16666666666666666,0.06752411575562701,0.932475884244373
od_10,walking,walking-4,4671.923754688715,56.06308505626459,193,2056.1802190865897,1476.853539875963,-579.3266792106267,579.3266792106267,-28.17489798963143,28.17489798963143,1.948341090269444,3.699733829819944,3.8228472795657535,0.10880829015544041,0.014204545454545454,0.9857954545454546
od_10,walking,walking-5,5276.724061903826,63.32068874284592,204,2357.41131224681,1690.2126132440571,-667.1986990027531,667.1986990027531,-28.302176015557375,28.302176015557375,2.4452787149479143,3.4067898217976684,4.235304087983666,0.058823529411764705,0.00821917808219178,0.9917808219178083
od_10,walking,walking-6,4188.220874538794,50.258650494465535,162,1856.9506227618615,1327.1182581042376,-529.8323646576239,529.8323646576239,-28.532388430964247,28.532388430964247,2.2396518155814014,3.7108281246641988,4.116488000516577,0.09259259259259259,0.963855421686747,0.03614457831325302
od_10,walking,walking-7,4188.427303785825,50.26112764542989,161,1857.0414873390878,1327.181118060951,-529.8603692781369,529.8603692781369,-28.5325003717263,28.5325003717263,2.2422494959647215,3.7108281246641988,4.117351840483159,0.09316770186335403,0.9461077844311377,0.053892215568862256
od_10,walking,walking-8,4191.191762378216,50.294301148538594,171,1858.2557470112622,1328.1201853503549,-530.1355616609073,530.1355616609073,-28.52866525576764,28.52866525576764,2.2090284961377926,3.7108281246641988,4.099132708610795,0.08771929824561403,0.6666666666666666,0.33333333333333337
od_10,motorbike,motorbike-1,4185.687637541589,10.045650330099813,164,371.1718338540861,265.26484096987997,-105.90699288420615,105.90699288420615,-28.533143742216165,28.533143742216165,2.2334416863307283,3.7108281246641988,4.113552961893979,0.09146341463414634,1.0,0.0
od_10,motorbike,motorbike-2,4394.830211426111,10.547592507422667,164,389.57567861530015,278.71237892035117,-110.86329969494898,110.86329969494898,-28.457448906718007,28.457448906718007,2.21916348244103,3.5694515208074877,4.060994207721908,0.1951219512195122,0.08609271523178808,0.9139072847682119
od_10,motorbike,motorbike-3,4654.755135099948,11.171412324239874,229,415.78417334564193,296.4315645901393,-119.35260875550262,119.35260875550262,-28.70542372864314,28.70542372864314,2.2611094203309983,3.4105448489670485,4.177434200125676,0.043668122270742356,0.02610966057441253,0.9738903394255874
od_10,motorbike,motorbike-4,5386.858029237803,12.928459270170727,220,476.303932273649,340.44423644304436,-135.85969583060466,135.85969583060466,-28.52374012158055,28.52374012158055,2.061812095699325,3.7396523661577965,3.9331152729417442,0.09545454545454546,0.005235602094240838,0.9947643979057592
od_10,motorbike,motorbike-5,5511.374478011498,13.227298747227593,208,497.61245108294816,352.8541916926553,-144.75825939029284,144.75825939029284,-29.09056215841407,29.09056215841407,2.4397239357963603,3.4067898217976684,4.233492736394701,0.057692307692307696,0.008130081300813009,0.991869918699187
od_10,motorbike,motorbike-6,5634.416015636255,13.522598437527012,213,496.07431195837484,355.2528203973272,-140.82149156104765,140.82149156104765,-28.38717671252122,28.38717671252122,2.10266573055745,3.820559222118173,3.916087444757437,0.11267605633802817,0.027247956403269755,0.9727520435967303
od_10,motorbike,motorbike-7,6236.241931359497,14.966980635262793,192,556.6583246291688,397.8236739388193,-158.83465069034946,158.83465069034946,-28.533598378531565,28.533598378531565,2.564120615172355,3.4943009725628,4.325513854774436,0.03125,0.0028169014084507044,0.9971830985915493
od_10,motorbike,motorbike-8,6017.043125469885,14.440903501127725,234,529.2571173155151,378.99461490721114,-150.26250240830393,150.26250240830393,-28.391210527401444,28.391210527401444,1.9663533550952836,3.8511939298464664,3.8173181524374686,0.13247863247863248,0.01015228426395939,0.9898477157360406
