scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,oracle_exposure_index,predicted_exposure_index,exposure_difference,absolute_exposure_error,percentage_difference,absolute_percentage_error,mean_nearest_station_distance_km,max_nearest_station_distance_km,mean_effective_station_count,moderate_or_weak_segment_fraction,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest
od_04,motorbike,motorbike-7,9058.58434508862,21.740602428212686,409,827.3179436603248,562.7210017981583,-264.59694186216643,264.59694186216643,-31.98249764673339,31.98249764673339,2.189326194782342,3.182692187130468,4.050772692609987,0.09535452322738386,0.006932409012131715,0.9930675909878682
od_04,motorbike,motorbike-8,10551.5949527706,25.32382788664944,393,988.2502489537699,654.081226559319,-334.16902239445085,334.16902239445085,-33.814210798148075,33.814210798148075,2.188413943569103,3.234175196571389,3.9644396615768827,0.14249363867684478,0.005338078291814947,0.994661921708185
od_05,walking,walking-1,6599.1173935056095,79.18940872206731,249,2533.8510501846745,2005.071681474288,-528.7793687103865,528.7793687103865,-20.868605069419825,20.868605069419825,2.187712965429115,3.29570336549407,4.060823597411404,0.0,1.0,0.0
od_05,walking,walking-2,6784.464022663192,81.41356827195831,246,2579.841917503312,2059.991863821759,-519.8500536815527,519.8500536815527,-20.150461551715807,20.150461551715807,2.166139456846199,3.1811595350816413,4.064894744009038,0.0,0.01642710472279261,0.9835728952772074
od_05,walking,walking-3,7136.549089395779,85.63858907274934,298,2725.063885962594,2189.1101301395333,-535.9537558230609,535.9537558230609,-19.66756664252449,19.66756664252449,1.9967312906986487,3.1986391431815377,3.873918890699437,0.1342281879194631,0.014842300556586271,0.9851576994434137
od_05,walking,walking-4,7697.826013392555,92.37391216071067,308,2807.234306376256,2321.063029832328,-486.1712765439279,486.1712765439279,-17.3185143626827,17.3185143626827,2.0552261581525313,3.279639118276909,3.98688789889402,0.012987012987012988,0.018281535648994516,0.9817184643510055
od_05,walking,walking-5,6599.228133870036,79.19073760644044,249,2533.8592980815997,2005.0887853579497,-528.77051272365,528.77051272365,-20.868187634727207,20.868187634727207,2.18780224664076,3.29570336549407,4.060912911340678,0.0,0.9840637450199203,0.015936254980079667
od_05,walking,walking-6,6599.491968275206,79.19390361930249,249,2534.0554999092847,2005.2153094707621,-528.8401904385225,528.8401904385225,-20.869321546329754,20.869321546329754,2.187520271209824,3.29570336549407,4.060671946153694,0.0,0.9840637450199203,0.015936254980079667
od_05,walking,walking-7,6599.6027086396325,79.1952325036756,249,2534.06374780621,2005.2324133544237,-528.8313344517862,528.8313344517862,-20.868904142984018,20.868904142984018,2.187609552421469,3.29570336549407,4.060761260082969,0.0,0.9683794466403162,0.031620553359683834
od_05,walking,walking-8,6599.613248653397,79.19535898384078,249,2534.0189580312062,2005.2262661835348,-528.7926918476714,528.7926918476714,-20.8677480557807,20.8677480557807,2.1877116805344254,3.29570336549407,4.060820844428105,0.0,0.9840637450199203,0.015936254980079667
