scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b,departure_time,forecasting_origin,clock_time,perturbation_scale,predicted_exposure_index,baseline_airpath_exposure_index
od_01,motorbike,motorbike-3,4368.011727860995,10.483228146866388,203,280.53198512483425,275.1278552497849,321.5137054659457,-5.404129875049364,-1.926386352217404,0.0769230769230769,0.9230769230769232,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,220.10228419982792,275.1278552497849
od_01,motorbike,motorbike-4,4957.587299606684,11.898209519056042,237,339.65128182634123,326.697162978665,383.28067049237967,-12.954118847676227,-3.813946697925162,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,261.357730382932,326.697162978665
od_01,motorbike,motorbike-5,4883.279133582821,11.71986992059877,218,310.7634216363223,305.64269372318523,356.99143006292314,-5.120727913137046,-1.6477897836797826,0.012012012012012,0.987987987987988,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,244.5141549785482,305.64269372318523
od_01,motorbike,motorbike-6,5990.124200785455,14.376298081885093,272,386.885578920209,378.7019077280572,443.1005332111099,-8.183671192151849,-2.115269122977479,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,302.96152618244577,378.7019077280572
od_01,motorbike,motorbike-7,5350.426005528613,12.841022413268671,207,354.8192290553642,344.5918107917092,403.6934413700637,-10.22741826365501,-2.8824306650131346,0.0251572327044025,0.9748427672955976,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,275.67344863336734,344.5918107917092
od_01,motorbike,motorbike-8,7908.227114304611,18.979745074331063,368,503.7198649490782,495.3425716369673,578.8791384670816,-8.377293312110965,-1.6630857536178043,0.0041237113402061,0.9958762886597938,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,396.2740573095739,495.3425716369673
od_02,walking,walking-1,4031.174773347975,48.3740972801757,136,1488.95252460271,1375.1816453007968,1675.402929805511,-113.77087930191328,-7.641001134825988,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1100.1453162406376,1375.1816453007968
od_02,walking,walking-2,4179.665283735303,50.15598340482364,132,1460.7905356833116,1374.3701020422425,1660.5023742497783,-86.42043364106917,-5.916004487299367,0.0307692307692307,0.9692307692307692,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1099.4960816337941,1374.3701020422425
od_02,walking,walking-3,4203.115373844201,50.43738448613041,118,1528.752639563189,1419.3533812710446,1724.664041879906,-109.3992582921444,-7.1561124711060575,0.0495867768595041,0.9504132231404958,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1135.4827050168358,1419.3533812710446
od_02,walking,walking-4,4798.739244471271,57.58487093365526,200,1713.1140910998113,1600.8012385843167,1938.8712046374044,-112.31285251549455,-6.556063784601189,0.009009009009009,0.990990990990991,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1280.6409908674534,1600.8012385843167
od_02,walking,walking-5,4768.99194159527,57.22790329914324,156,1751.0276690388173,1620.2776256456812,1972.6740928204697,-130.75004339313614,-7.467046106981741,0.0391459074733096,0.9608540925266904,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1296.222100516545,1620.2776256456812
od_02,walking,walking-6,4882.431836484403,58.58918203781283,186,1842.9258530670331,1689.2536462378937,2067.048725845185,-153.67220682913967,-8.338491023575115,0.032051282051282,0.967948717948718,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1351.4029169903151,1689.2536462378937
od_02,walking,walking-7,5247.301907237375,62.9676228868485,143,1939.83946591356,1787.2089818067657,2173.404688887288,-152.6304841067947,-7.868201817149543,0.0856031128404669,0.914396887159533,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1429.7671854454127,1787.2089818067657
od_02,walking,walking-8,4032.874831255277,48.39449797506333,134,1492.2048687660476,1377.3427880741324,1678.6008116658654,-114.86208069191524,-7.697473925741739,0.656441717791411,0.3435582822085889,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1101.8742304593059,1377.3427880741324
od_02,motorbike,motorbike-1,4031.174773347975,9.67481945603514,136,297.79050492054216,275.0363290601593,335.0805859611023,-22.754175860382876,-7.641001134826058,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,220.02906324812744,275.0363290601593
od_02,motorbike,motorbike-2,4179.665283735303,10.031196680964728,132,292.15810713666235,274.87402040844853,332.1004748499557,-17.284086728213822,-5.916004487299362,0.0307692307692307,0.9692307692307692,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,219.89921632675885,274.87402040844853
od_02,motorbike,motorbike-3,4206.177077687737,10.094824986450568,116,305.9610309237875,284.070242756258,345.17215260707724,-21.890788167529536,-7.154763500905564,0.05,0.95,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,227.2561942050064,284.070242756258
od_02,motorbike,motorbike-4,4662.852950896125,11.190847082150698,153,328.11999367560566,308.11612961645807,372.3580026610861,-20.00386405914759,-6.096508729950885,0.0104895104895104,0.9895104895104896,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,246.49290369316645,308.11612961645807
od_02,motorbike,motorbike-5,4794.898408301863,11.507756179924469,170,352.5454706140688,326.07812050406875,397.097508036408,-26.46735011000004,-7.507499689018506,0.0372881355932203,0.9627118644067796,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,260.862496403255,326.07812050406875
od_02,motorbike,motorbike-6,5404.728891443751,12.971349339465004,211,382.8458525622062,358.82699436452407,433.75414450182393,-24.018858197682107,-6.273767375808109,0.0087209302325581,0.9912790697674418,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,287.06159549161924,358.82699436452407
od_02,motorbike,motorbike-7,5018.097801026264,12.043434722463036,172,384.4268115015858,350.53577415782894,430.3403313147576,-33.891037343756864,-8.81599210299021,0.0335570469798657,0.9664429530201344,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,280.4286193262632,350.53577415782894
od_02,motorbike,motorbike-8,6275.567685737707,15.061362445770497,241,431.9299353434944,408.6982697570692,492.2219066565805,-23.23166558642521,-5.378572700211231,0.0053333333333333,0.9946666666666668,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,326.9586158056554,408.6982697570692
od_03,walking,walking-1,2868.5704745351272,34.422845694421525,187,906.7909093656032,879.5624445080053,1057.0217973896242,-27.228464857597828,-3.002728035357902,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,703.6499556064043,879.5624445080053
od_03,walking,walking-2,2948.851636448961,35.386219637387526,139,932.102293068659,908.0101009562682,1081.036503656086,-24.09219211239088,-2.584715464337586,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,726.4080807650146,908.0101009562682
od_03,walking,walking-3,3018.080756930005,36.21696908316007,126,955.144564713449,928.331913831943,1109.911639733962,-26.812650881505988,-2.8071824802301,0.0296052631578947,0.9703947368421052,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,742.6655310655544,928.331913831943
od_03,walking,walking-4,3502.8060662306657,42.03367279476799,151,1106.7128377444674,1072.196161656054,1292.3230181705208,-34.516676088413305,-3.1188466340338032,0.0180722891566265,0.9819277108433736,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,857.7569293248433,1072.196161656054
od_03,walking,walking-5,3439.206865857348,41.27048239028817,156,1087.1257407309286,1059.27151666431,1260.4660280664705,-27.8542240666186,-2.5621897286592463,0.014792899408284,0.985207100591716,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,847.417213331448,1059.27151666431
od_03,walking,walking-6,3671.8372304681416,44.0620467656177,159,1156.2945832086589,1125.1686397881783,1345.9688548124018,-31.12594342048033,-2.691869690689669,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,900.1349118305427,1125.1686397881783
od_03,walking,walking-7,4047.1230223139096,48.56547626776692,194,1278.1094590398284,1242.943607601292,1486.1838601680208,-35.165851438536265,-2.75139591447468,0.1140350877192982,0.8859649122807017,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,994.3548860810336,1242.943607601292
od_03,walking,walking-8,3757.112562960388,45.08535075552466,160,1187.3294990075965,1155.1002106289905,1379.428140953125,-32.229288378605816,-2.714435075145018,0.0146198830409356,0.9853801169590644,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,924.0801685031925,1155.1002106289905
od_03,motorbike,motorbike-1,2879.1708152343526,6.910009956562447,177,181.99319190865563,176.53640749611074,212.1590349781832,-5.456784412544891,-2.998345353096346,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,141.2291259968886,176.53640749611074
od_03,motorbike,motorbike-2,2965.050267630812,7.116120642313948,147,187.44505603513971,182.60237732700844,217.39218441187612,-4.842678708131302,-2.583519037825922,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,146.08190186160675,182.60237732700844
od_03,motorbike,motorbike-3,3037.969810029627,7.291127544071104,132,192.254237178262,186.8736761602481,223.40753736584384,-5.380561018013879,-2.7986696662632795,0.047457627118644,0.952542372881356,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,149.4989409281985,186.8736761602481
od_03,motorbike,motorbike-4,3730.3427598280064,8.952822623587215,186,236.4369034510893,229.45161116999583,275.00140995448083,-6.98529228109345,-2.954400171519108,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,183.56128893599669,229.45161116999583
od_03,motorbike,motorbike-5,3722.69973823452,8.934479371762848,146,234.89912684038885,228.7085830274853,272.91862169173925,-6.190543812903542,-2.6354052040005844,0.0157232704402515,0.9842767295597484,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,182.96686642198824,228.7085830274853
od_03,motorbike,motorbike-6,4226.954621077359,10.144691090585662,221,267.1290726231065,260.4995162938642,309.49316781683643,-6.629556329242291,-2.4817801612316304,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,208.39961303509136,260.4995162938642
od_03,motorbike,motorbike-7,4796.108130375025,11.51065951290006,224,305.42416055998183,295.3632480780312,355.6678624257761,-10.060912481950652,-3.29407878653228,0.007537688442211,0.992462311557789,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,236.29059846242495,295.3632480780312
od_03,motorbike,motorbike-8,5295.943269727383,12.710263847345718,208,334.37516204761846,326.770339166576,386.68115994796847,-7.60482288104248,-2.2743384509999807,0.0052219321148825,0.9947780678851176,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,261.4162713332608,326.770339166576
od_04,walking,walking-1,5520.488372880517,66.24586047456621,193,1839.571616634508,1763.2542754994552,2079.897575023483,-76.31734113505308,-4.148647459275082,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1410.6034203995641,1763.2542754994552
od_04,walking,walking-2,5675.2072322679305,68.10248678721517,179,1907.820810089624,1821.8733558117756,2148.152910012817,-85.94745427784846,-4.505006645451724,0.0391061452513966,0.9608938547486032,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1457.4986846494205,1821.8733558117756
od_04,walking,walking-3,5963.507083947719,71.56208500737262,180,1972.7517483660924,1892.2168610975743,2219.591091418874,-80.5348872685181,-4.08236299043811,0.0448179271708683,0.9551820728291316,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1513.7734888780597,1892.2168610975743
od_04,walking,walking-4,6502.696264260247,78.03235517112297,245,2107.413156944526,2031.5292513693412,2363.3156737411628,-75.88390557518437,-3.6008081910813416,0.0068965517241379,0.993103448275862,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1625.223401095473,2031.5292513693412
od_04,walking,walking-5,6661.096289052556,79.93315546863067,201,2255.9035791343117,2137.898457883095,2504.602766333589,-118.00512125121622,-5.230947029061408,0.2468354430379747,0.7531645569620253,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1710.3187663064762,2137.898457883095
od_04,walking,walking-6,5521.552651906517,66.2586318228782,193,1839.9333116899488,1763.5993424377175,2080.308731644741,-76.3339692522311,-4.148735650756798,0.9693877551020408,0.0306122448979592,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1410.879473950174,1763.5993424377175
od_04,walking,walking-7,5522.649405426444,66.27179286511733,193,1840.3277324361768,1763.9679174043874,2080.7530643277955,-76.35981503178914,-4.149250901669892,0.9794871794871794,0.0205128205128205,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1411.17433392351,1763.9679174043874
od_04,walking,walking-8,5522.945180980105,66.27534217176127,195,1840.0421236120292,1763.853872166607,2080.430769770736,-76.18825144542234,-4.140571048224901,0.9595959595959596,0.0404040404040404,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1411.0830977332857,1763.853872166607
od_04,motorbike,motorbike-1,5531.617742970435,13.27588258312904,172,370.6710153005749,355.54898931963083,422.497581952061,-15.122025980944043,-4.07963540625956,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,284.4391914557047,355.54898931963083
od_04,motorbike,motorbike-2,5675.2072322679305,13.620497357443034,179,381.5641620179248,365.5855564623421,434.63146725507806,-15.978605555582648,-4.187658890991973,0.0415430267062314,0.9584569732937686,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,292.4684451698737,365.5855564623421
od_04,motorbike,motorbike-3,5934.702314462292,14.2432855547095,192,391.3374592811668,377.482647508974,447.5537437992201,-13.85481177219276,-3.5403745395705664,0.0196078431372549,0.9803921568627452,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,301.98611800717924,377.482647508974
od_04,motorbike,motorbike-4,6507.253056448894,15.617407335477344,243,421.8101845949736,409.2550608663812,484.2592056408615,-12.555123728592434,-2.976486625292841,0.0097323600973236,0.9902676399026764,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,327.404048693105,409.2550608663812
od_04,motorbike,motorbike-5,7455.686349722729,17.89364723933455,237,480.5344370572972,467.1160680953281,552.4347806879557,-13.418368961969122,-2.7923844634612864,0.0073891625615763,0.9926108374384236,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,373.6928544762625,467.1160680953281
od_04,motorbike,motorbike-6,8308.739262503555,19.94097423000853,286,540.2504678372328,524.167694527814,619.1219635225656,-16.082773309418826,-2.9769105751638625,0.0065934065934065,0.9934065934065934,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,419.3341556222512,524.167694527814
od_04,motorbike,motorbike-7,9058.58434508862,21.74060242821269,409,576.725161706553,562.0747453947519,666.0784642188213,-14.65041631180111,-2.5402769437785477,0.0069324090121317,0.9930675909878682,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,449.6597963158015,562.0747453947519
od_04,motorbike,motorbike-8,10551.5949527706,25.32382788664944,393,669.6699984818088,654.8378218748767,772.2022421939225,-14.83217660693208,-2.2148486031265726,0.0053380782918149,0.994661921708185,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,523.8702574999014,654.8378218748767
od_05,walking,walking-1,6599.1173935056095,79.18940872206731,249,1977.7473414486544,1954.6187514742944,2247.342378393426,-23.12858997436001,-1.169441085301566,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1563.6950011794356,1954.6187514742944
od_05,walking,walking-2,6784.464022663192,81.41356827195831,246,2033.7378320828127,2007.7782442836492,2304.466786312595,-25.959587799163277,-1.2764471108145374,0.0164271047227926,0.9835728952772074,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1606.2225954269195,2007.7782442836492
od_05,walking,walking-3,7136.549089395779,85.63858907274934,298,2151.8990347364647,2110.8639131479795,2436.5356682094266,-41.03512158848525,-1.9069259721802272,0.0148423005565862,0.9851576994434136,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1688.6911305183837,2110.8639131479795
od_05,walking,walking-4,7697.826013392555,92.37391216071067,308,2279.70064026413,2256.113375791639,2556.467823022022,-23.587264472490915,-1.0346649931088343,0.0182815356489945,0.9817184643510056,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1804.8907006333113,2256.113375791639
od_05,walking,walking-5,6599.228133870036,79.19073760644044,249,1977.76688929698,1954.6464081856984,2247.3639590678986,-23.120481111280924,-1.1690195258299307,0.9840637450199204,0.0159362549800796,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1563.7171265485588,1954.6464081856984
od_05,walking,walking-6,6599.491968275206,79.19390361930249,249,1977.8799407233896,1954.7347663000908,2247.504923157783,-23.14517442329884,-1.1702011809085706,0.9840637450199204,0.0159362549800796,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00,0.8,1563.7878130400727,1954.7347663000908
