perturbation_scale,departure_time,scenario_id,mode,delta_time_allowed_minutes,route_id,rank,route_type,travel_time_minutes,predicted_exposure_index,oracle_exposure_index,available_feasible_alternatives,fewer_than_requested_alternatives
0.95,2022-02-27T06:00:00,od_23,motorbike,3.0,motorbike-1,0,fastest,10.555049856816884,256.4741506505283,330.50724155874104,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,3.0,motorbike-2,1,AIRPATH alternative,11.084736654302876,269.85961480441637,347.5367053687653,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,3.0,motorbike-3,2,AIRPATH alternative,11.95056088901806,288.49720357230404,371.6961986962746,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,3.0,motorbike-4,3,AIRPATH alternative,12.803685989434474,309.81850060651203,397.8548480345072,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,5.0,motorbike-1,0,fastest,10.555049856816884,256.4741506505283,330.50724155874104,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,5.0,motorbike-2,1,AIRPATH alternative,11.084736654302876,269.85961480441637,347.5367053687653,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,5.0,motorbike-3,2,AIRPATH alternative,11.95056088901806,288.49720357230404,371.6961986962746,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,5.0,motorbike-4,3,AIRPATH alternative,12.803685989434474,309.81850060651203,397.8548480345072,3,False
0.95,2022-02-27T06:00:00,od_23,motorbike,10.0,motorbike-1,0,fastest,10.555049856816884,256.4741506505283,330.50724155874104,6,False
0.95,2022-02-27T06:00:00,od_23,motorbike,10.0,motorbike-2,1,AIRPATH alternative,11.084736654302876,269.85961480441637,347.5367053687653,6,False
0.95,2022-02-27T06:00:00,od_23,motorbike,10.0,motorbike-3,2,AIRPATH alternative,11.95056088901806,288.49720357230404,371.6961986962746,6,False
0.95,2022-02-27T06:00:00,od_23,motorbike,10.0,motorbike-4,3,AIRPATH alternative,12.803685989434474,309.81850060651203,397.8548480345072,6,False
0.95,2022-02-27T06:00:00,od_23,walking,0.0,walking-1,0,fastest,50.65519895369051,1232.8416248862484,1588.5552926816208,0,True
0.95,2022-02-27T06:00:00,od_23,walking,1.0,walking-1,0,fastest,50.65519895369051,1232.8416248862484,1588.5552926816208,4,False
0.95,2022-02-27T06:00:00,od_23,walking,1.0,walking-6,1,AIRPATH alternative,50.66302009930776,1233.0019397284277,1588.7893846689117,4,False
0.95,2022-02-27T06:00:00,od_23,walking,1.0,walking-7,2,AIRPATH alternative,50.6825420867488,1233.4857262079374,1589.3650253396725,4,False
0.95,2022-02-27T06:00:00,od_23,walking,1.0,walking-8,3,AIRPATH alternative,50.7047318959168,1233.9576286560505,1590.0266034923168,4,False
0.95,2022-02-27T06:00:00,od_23,walking,2.0,walking-1,0,fastest,50.65519895369051,1232.8416248862484,1588.5552926816208,4,False
0.95,2022-02-27T06:00:00,od_23,walking,2.0,walking-6,1,AIRPATH alternative,50.66302009930776,1233.0019397284277,1588.7893846689117,4,False
0.95,2022-02-27T06:00:00,od_23,walking,2.0,walking-7,2,AIRPATH alternative,50.6825420867488,1233.4857262079374,1589.3650253396725,4,False
0.95,2022-02-27T06:00:00,od_23,walking,2.0,walking-8,3,AIRPATH alternative,50.7047318959168,1233.9576286560505,1590.0266034923168,4,False
0.95,2022-02-27T06:00:00,od_23,walking,3.0,walking-1,0,fastest,50.65519895369051,1232.8416248862484,1588.5552926816208,4,False
0.95,2022-02-27T06:00:00,od_23,walking,3.0,walking-6,1,AIRPATH alternative,50.66302009930776,1233.0019397284277,1588.7893846689117,4,False
0.95,2022-02-27T06:00:00,od_23,walking,3.0,walking-7,2,AIRPATH alternative,50.6825420867488,1233.4857262079374,1589.3650253396725,4,False
0.95,2022-02-27T06:00:00,od_23,walking,3.0,walking-8,3,AIRPATH alternative,50.7047318959168,1233.9576286560505,1590.0266034923168,4,False
0.95,2022-02-27T06:00:00,od_23,walking,5.0,walking-1,0,fastest,50.65519895369051,1232.8416248862484,1588.5552926816208,4,False
0.95,2022-02-27T06:00:00,od_23,walking,5.0,walking-6,1,AIRPATH alternative,50.66302009930776,1233.0019397284277,1588.7893846689117,4,False
0.95,2022-02-27T06:00:00,od_23,walking,5.0,walking-7,2,AIRPATH alternative,50.6825420867488,1233.4857262079374,1589.3650253396725,4,False
0.95,2022-02-27T06:00:00,od_23,walking,5.0,walking-8,3,AIRPATH alternative,50.7047318959168,1233.9576286560505,1590.0266034923168,4,False
0.95,2022-02-27T06:00:00,od_23,walking,10.0,walking-1,0,fastest,50.65519895369051,1232.8416248862484,1588.5552926816208,5,False
0.95,2022-02-27T06:00:00,od_23,walking,10.0,walking-6,1,AIRPATH alternative,50.66302009930776,1233.0019397284277,1588.7893846689117,5,False
0.95,2022-02-27T06:00:00,od_23,walking,10.0,walking-7,2,AIRPATH alternative,50.6825420867488,1233.4857262079374,1589.3650253396725,5,False
0.95,2022-02-27T06:00:00,od_23,walking,10.0,walking-8,3,AIRPATH alternative,50.7047318959168,1233.9576286560505,1590.0266034923168,5,False
0.95,2022-02-27T06:00:00,od_24,motorbike,0.0,motorbike-1,0,fastest,8.480694922287851,222.95909131052943,274.07051356508765,0,True
0.95,2022-02-27T06:00:00,od_24,motorbike,1.0,motorbike-1,0,fastest,8.480694922287851,222.95909131052943,274.07051356508765,1,True
0.95,2022-02-27T06:00:00,od_24,motorbike,1.0,motorbike-2,1,AIRPATH alternative,8.712201176143452,228.34345151641872,280.8638742699824,1,True
0.95,2022-02-27T06:00:00,od_24,motorbike,2.0,motorbike-1,0,fastest,8.480694922287851,222.95909131052943,274.07051356508765,2,True
0.95,2022-02-27T06:00:00,od_24,motorbike,2.0,motorbike-2,1,AIRPATH alternative,8.712201176143452,228.34345151641872,280.8638742699824,2,True
0.95,2022-02-27T06:00:00,od_24,motorbike,2.0,motorbike-3,2,AIRPATH alternative,10.10141788341796,258.08189654089404,319.89556529224353,2,True
0.95,2022-02-27T06:00:00,od_24,motorbike,3.0,motorbike-1,0,fastest,8.480694922287851,222.95909131052943,274.07051356508765,4,False
0.95,2022-02-27T06:00:00,od_24,motorbike,3.0,motorbike-2,1,AIRPATH alternative,8.712201176143452,228.34345151641872,280.8638742699824,4,False
0.95,2022-02-27T06:00:00,od_24,motorbike,3.0,motorbike-3,2,AIRPATH alternative,10.10141788341796,258.08189654089404,319.89556529224353,4,False
0.95,2022-02-27T06:00:00,od_24,motorbike,3.0,motorbike-4,3,AIRPATH alternative,10.957910196017286,290.5031906091063,356.3763611144302,4,False
0.95,2022-02-27T06:00:00,od_24,motorbike,5.0,motorbike-1,0,fastest,8.480694922287851,222.95909131052943,274.07051356508765,6,False
0.95,2022-02-27T06:00:00,od_24,motorbike,5.0,motorbike-2,1,AIRPATH alternative,8.712201176143452,228.34345151641872,280.8638742699824,6,False
0.95,2022-02-27T06:00:00,od_24,motorbike,5.0,motorbike-3,2,AIRPATH alternative,10.10141788341796,258.08189654089404,319.89556529224353,6,False
0.95,2022-02-27T06:00:00,od_24,motorbike,5.0,motorbike-4,3,AIRPATH alternative,10.957910196017286,290.5031906091063,356.3763611144302,6,False
0.95,2022-02-27T06:00:00,od_24,motorbike,10.0,motorbike-1,0,fastest,8.480694922287851,222.95909131052943,274.07051356508765,7,False
0.95,2022-02-27T06:00:00,od_24,motorbike,10.0,motorbike-2,1,AIRPATH alternative,8.712201176143452,228.34345151641872,280.8638742699824,7,False
0.95,2022-02-27T06:00:00,od_24,motorbike,10.0,motorbike-3,2,AIRPATH alternative,10.10141788341796,258.08189654089404,319.89556529224353,7,False
0.95,2022-02-27T06:00:00,od_24,motorbike,10.0,motorbike-4,3,AIRPATH alternative,10.957910196017286,290.5031906091063,356.3763611144302,7,False
0.95,2022-02-27T06:00:00,od_24,walking,0.0,walking-1,0,fastest,38.60634262328327,1013.1782713882885,1247.2805778997051,0,True
0.95,2022-02-27T06:00:00,od_24,walking,1.0,walking-1,0,fastest,38.60634262328327,1013.1782713882885,1247.2805778997051,0,True
0.95,2022-02-27T06:00:00,od_24,walking,2.0,walking-1,0,fastest,38.60634262328327,1013.1782713882885,1247.2805778997051,1,True
0.95,2022-02-27T06:00:00,od_24,walking,2.0,walking-2,1,AIRPATH alternative,40.51772195049011,1067.4172587577466,1312.0328570664474,1,True
0.95,2022-02-27T06:00:00,od_24,walking,3.0,walking-1,0,fastest,38.60634262328327,1013.1782713882885,1247.2805778997051,2,True
0.95,2022-02-27T06:00:00,od_24,walking,3.0,walking-3,1,AIRPATH alternative,41.46337580449848,1064.2204681025903,1320.2600025119823,2,True
0.95,2022-02-27T06:00:00,od_24,walking,3.0,walking-2,2,AIRPATH alternative,40.51772195049011,1067.4172587577466,1312.0328570664474,2,True
0.95,2022-02-27T06:00:00,od_24,walking,5.0,walking-1,0,fastest,38.60634262328327,1013.1782713882885,1247.2805778997051,2,True
0.95,2022-02-27T06:00:00,od_24,walking,5.0,walking-3,1,AIRPATH alternative,41.46337580449848,1064.2204681025903,1320.2600025119823,2,True
0.95,2022-02-27T06:00:00,od_24,walking,5.0,walking-2,2,AIRPATH alternative,40.51772195049011,1067.4172587577466,1312.0328570664474,2,True
0.95,2022-02-27T06:00:00,od_24,walking,10.0,walking-1,0,fastest,38.60634262328327,1013.1782713882885,1247.2805778997051,3,False
0.95,2022-02-27T06:00:00,od_24,walking,10.0,walking-3,1,AIRPATH alternative,41.46337580449848,1064.2204681025903,1320.2600025119823,3,False
0.95,2022-02-27T06:00:00,od_24,walking,10.0,walking-2,2,AIRPATH alternative,40.51772195049011,1067.4172587577466,1312.0328570664474,3,False
0.95,2022-02-27T06:00:00,od_24,walking,10.0,walking-4,3,AIRPATH alternative,44.36668221354355,1137.444902113069,1411.9466319714202,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,0.0,motorbike-1,0,fastest,12.177989808997324,324.64384915592706,415.1757673009551,0,True
0.95,2022-02-27T06:00:00,od_25,motorbike,1.0,motorbike-1,0,fastest,12.177989808997324,324.64384915592706,415.1757673009551,1,True
0.95,2022-02-27T06:00:00,od_25,motorbike,1.0,motorbike-2,1,AIRPATH alternative,12.22816830273166,322.66917840306525,411.9840025460807,1,True
0.95,2022-02-27T06:00:00,od_25,motorbike,2.0,motorbike-1,0,fastest,12.177989808997324,324.64384915592706,415.1757673009551,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,2.0,motorbike-2,1,AIRPATH alternative,12.22816830273166,322.66917840306525,411.9840025460807,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,2.0,motorbike-4,2,AIRPATH alternative,13.608382158918973,355.96886296739893,454.0529316814632,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,2.0,motorbike-3,3,AIRPATH alternative,13.413984794511094,368.37942022960607,474.7922556440532,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,3.0,motorbike-1,0,fastest,12.177989808997324,324.64384915592706,415.1757673009551,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,3.0,motorbike-2,1,AIRPATH alternative,12.22816830273166,322.66917840306525,411.9840025460807,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,3.0,motorbike-4,2,AIRPATH alternative,13.608382158918973,355.96886296739893,454.0529316814632,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,3.0,motorbike-3,3,AIRPATH alternative,13.413984794511094,368.37942022960607,474.7922556440532,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,5.0,motorbike-1,0,fastest,12.177989808997324,324.64384915592706,415.1757673009551,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,5.0,motorbike-2,1,AIRPATH alternative,12.22816830273166,322.66917840306525,411.9840025460807,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,5.0,motorbike-4,2,AIRPATH alternative,13.608382158918973,355.96886296739893,454.0529316814632,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,5.0,motorbike-3,3,AIRPATH alternative,13.413984794511094,368.37942022960607,474.7922556440532,3,False
0.95,2022-02-27T06:00:00,od_25,motorbike,10.0,motorbike-1,0,fastest,12.177989808997324,324.64384915592706,415.1757673009551,7,False
0.95,2022-02-27T06:00:00,od_25,motorbike,10.0,motorbike-2,1,AIRPATH alternative,12.22816830273166,322.66917840306525,411.9840025460807,7,False
0.95,2022-02-27T06:00:00,od_25,motorbike,10.0,motorbike-4,2,AIRPATH alternative,13.608382158918973,355.96886296739893,454.0529316814632,7,False
0.95,2022-02-27T06:00:00,od_25,motorbike,10.0,motorbike-3,3,AIRPATH alternative,13.413984794511094,368.37942022960607,474.7922556440532,7,False
0.95,2022-02-27T06:00:00,od_25,walking,0.0,walking-1,0,fastest,53.64646218551867,1427.288030590715,1826.305796136366,0,True
0.95,2022-02-27T06:00:00,od_25,walking,1.0,walking-1,0,fastest,53.64646218551867,1427.288030590715,1826.305796136366,0,True
0.95,2022-02-27T06:00:00,od_25,walking,2.0,walking-1,0,fastest,53.64646218551867,1427.288030590715,1826.305796136366,1,True
0.95,2022-02-27T06:00:00,od_25,walking,2.0,walking-2,1,AIRPATH alternative,55.28980297720103,1478.8663035082643,1894.7745185402557,1,True
0.95,2022-02-27T06:00:00,od_25,walking,3.0,walking-1,0,fastest,53.64646218551867,1427.288030590715,1826.305796136366,1,True
0.95,2022-02-27T06:00:00,od_25,walking,3.0,walking-2,1,AIRPATH alternative,55.28980297720103,1478.8663035082643,1894.7745185402557,1,True
0.95,2022-02-27T06:00:00,od_25,walking,5.0,walking-1,0,fastest,53.64646218551867,1427.288030590715,1826.305796136366,2,True
0.95,2022-02-27T06:00:00,od_25,walking,5.0,walking-4,1,AIRPATH alternative,56.81077994802627,1477.6107180655297,1884.6271219569408,2,True
0.95,2022-02-27T06:00:00,od_25,walking,5.0,walking-2,2,AIRPATH alternative,55.28980297720103,1478.8663035082643,1894.7745185402557,2,True
0.95,2022-02-27T06:00:00,od_25,walking,10.0,walking-1,0,fastest,53.64646218551867,1427.288030590715,1826.305796136366,4,False
0.95,2022-02-27T06:00:00,od_25,walking,10.0,walking-4,1,AIRPATH alternative,56.81077994802627,1477.6107180655297,1884.6271219569408,4,False
0.95,2022-02-27T06:00:00,od_25,walking,10.0,walking-2,2,AIRPATH alternative,55.28980297720103,1478.8663035082643,1894.7745185402557,4,False
0.95,2022-02-27T06:00:00,od_25,walking,10.0,walking-3,3,AIRPATH alternative,58.74494824136566,1610.5340352883084,2076.1588842167403,4,False
0.95,2022-02-27T06:00:00,od_26,motorbike,0.0,motorbike-1,0,fastest,7.049612974745751,169.75339969567435,208.6720581355713,0,True
0.95,2022-02-27T06:00:00,od_26,motorbike,1.0,motorbike-1,0,fastest,7.049612974745751,169.75339969567435,208.6720581355713,2,True
0.95,2022-02-27T06:00:00,od_26,motorbike,1.0,motorbike-2,1,AIRPATH alternative,7.163735869528913,172.28009292684843,211.6179002301541,2,True
0.95,2022-02-27T06:00:00,od_26,motorbike,1.0,motorbike-3,2,AIRPATH alternative,7.820829219476781,188.22901853024933,231.25670747715225,2,True
0.95,2022-02-27T06:00:00,od_26,motorbike,2.0,motorbike-1,0,fastest,7.049612974745751,169.75339969567435,208.6720581355713,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,2.0,motorbike-2,1,AIRPATH alternative,7.163735869528913,172.28009292684843,211.6179002301541,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,2.0,motorbike-3,2,AIRPATH alternative,7.820829219476781,188.22901853024933,231.25670747715225,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,2.0,motorbike-4,3,AIRPATH alternative,8.759664606895615,210.24104852349646,257.86986263307625,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,3.0,motorbike-1,0,fastest,7.049612974745751,169.75339969567435,208.6720581355713,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,3.0,motorbike-2,1,AIRPATH alternative,7.163735869528913,172.28009292684843,211.6179002301541,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,3.0,motorbike-3,2,AIRPATH alternative,7.820829219476781,188.22901853024933,231.25670747715225,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,3.0,motorbike-4,3,AIRPATH alternative,8.759664606895615,210.24104852349646,257.86986263307625,3,False
0.95,2022-02-27T06:00:00,od_26,motorbike,5.0,motorbike-1,0,fastest,7.049612974745751,169.75339969567435,208.6720581355713,5,False
0.95,2022-02-27T06:00:00,od_26,motorbike,5.0,motorbike-2,1,AIRPATH alternative,7.163735869528913,172.28009292684843,211.6179002301541,5,False
0.95,2022-02-27T06:00:00,od_26,motorbike,5.0,motorbike-3,2,AIRPATH alternative,7.820829219476781,188.22901853024933,231.25670747715225,5,False
0.95,2022-02-27T06:00:00,od_26,motorbike,5.0,motorbike-4,3,AIRPATH alternative,8.759664606895615,210.24104852349646,257.86986263307625,5,False
0.95,2022-02-27T06:00:00,od_26,motorbike,10.0,motorbike-1,0,fastest,7.049612974745751,169.75339969567435,208.6720581355713,6,False
0.95,2022-02-27T06:00:00,od_26,motorbike,10.0,motorbike-2,1,AIRPATH alternative,7.163735869528913,172.28009292684843,211.6179002301541,6,False
0.95,2022-02-27T06:00:00,od_26,motorbike,10.0,motorbike-3,2,AIRPATH alternative,7.820829219476781,188.22901853024933,231.25670747715225,6,False
0.95,2022-02-27T06:00:00,od_26,motorbike,10.0,motorbike-4,3,AIRPATH alternative,8.759664606895615,210.24104852349646,257.86986263307625,6,False
0.95,2022-02-27T06:00:00,od_26,walking,0.0,walking-1,0,fastest,34.75588898945021,836.629548449561,1028.4096489634228,0,True
0.95,2022-02-27T06:00:00,od_26,walking,1.0,walking-1,0,fastest,34.75588898945021,836.629548449561,1028.4096489634228,0,True
0.95,2022-02-27T06:00:00,od_26,walking,2.0,walking-1,0,fastest,34.75588898945021,836.629548449561,1028.4096489634228,2,True
0.95,2022-02-27T06:00:00,od_26,walking,2.0,walking-2,1,AIRPATH alternative,35.77036885049741,859.632015581493,1055.5228669735725,2,True
0.95,2022-02-27T06:00:00,od_26,walking,2.0,walking-4,2,AIRPATH alternative,35.83534517745452,861.9741667593815,1058.9927450426703,2,True
0.95,2022-02-27T06:00:00,od_26,walking,3.0,walking-1,0,fastest,34.75588898945021,836.629548449561,1028.4096489634228,3,False
0.95,2022-02-27T06:00:00,od_26,walking,3.0,walking-2,1,AIRPATH alternative,35.77036885049741,859.632015581493,1055.5228669735725,3,False
0.95,2022-02-27T06:00:00,od_26,walking,3.0,walking-4,2,AIRPATH alternative,35.83534517745452,861.9741667593815,1058.9927450426703,3,False
0.95,2022-02-27T06:00:00,od_26,walking,3.0,walking-3,3,AIRPATH alternative,37.302727398483015,898.522533417922,1105.129266174828,3,False
0.95,2022-02-27T06:00:00,od_26,walking,5.0,walking-1,0,fastest,34.75588898945021,836.629548449561,1028.4096489634228,3,False
0.95,2022-02-27T06:00:00,od_26,walking,5.0,walking-2,1,AIRPATH alternative,35.77036885049741,859.632015581493,1055.5228669735725,3,False
0.95,2022-02-27T06:00:00,od_26,walking,5.0,walking-4,2,AIRPATH alternative,35.83534517745452,861.9741667593815,1058.9927450426703,3,False
0.95,2022-02-27T06:00:00,od_26,walking,5.0,walking-3,3,AIRPATH alternative,37.302727398483015,898.522533417922,1105.129266174828,3,False
0.95,2022-02-27T06:00:00,od_26,walking,10.0,walking-1,0,fastest,34.75588898945021,836.629548449561,1028.4096489634228,4,False
0.95,2022-02-27T06:00:00,od_26,walking,10.0,walking-2,1,AIRPATH alternative,35.77036885049741,859.632015581493,1055.5228669735725,4,False
0.95,2022-02-27T06:00:00,od_26,walking,10.0,walking-4,2,AIRPATH alternative,35.83534517745452,861.9741667593815,1058.9927450426703,4,False
0.95,2022-02-27T06:00:00,od_26,walking,10.0,walking-3,3,AIRPATH alternative,37.302727398483015,898.522533417922,1105.129266174828,4,False
0.95,2022-02-27T06:00:00,od_27,motorbike,0.0,motorbike-1,0,fastest,8.330234717082032,191.51503999694486,240.0693093000252,0,True
0.95,2022-02-27T06:00:00,od_27,motorbike,1.0,motorbike-1,0,fastest,8.330234717082032,191.51503999694486,240.0693093000252,1,True
0.95,2022-02-27T06:00:00,od_27,motorbike,1.0,motorbike-2,1,AIRPATH alternative,8.654361663525934,197.4141664765681,249.541948284232,1,True
0.95,2022-02-27T06:00:00,od_27,motorbike,2.0,motorbike-1,0,fastest,8.330234717082032,191.51503999694486,240.0693093000252,3,False
0.95,2022-02-27T06:00:00,od_27,motorbike,2.0,motorbike-2,1,AIRPATH alternative,8.654361663525934,197.4141664765681,249.541948284232,3,False
0.95,2022-02-27T06:00:00,od_27,motorbike,2.0,motorbike-4,2,AIRPATH alternative,9.35531732421219,210.68803095633763,260.468021506585,3,False
0.95,2022-02-27T06:00:00,od_27,motorbike,2.0,motorbike-3,3,AIRPATH alternative,9.449466619615867,215.0560915113244,273.0755097261448,3,False
0.95,2022-02-27T06:00:00,od_27,motorbike,3.0,motorbike-1,0,fastest,8.330234717082032,191.51503999694486,240.0693093000252,4,False
0.95,2022-02-27T06:00:00,od_27,motorbike,3.0,motorbike-2,1,AIRPATH alternative,8.654361663525934,197.4141664765681,249.541948284232,4,False
0.95,2022-02-27T06:00:00,od_27,motorbike,3.0,motorbike-4,2,AIRPATH alternative,9.35531732421219,210.68803095633763,260.468021506585,4,False
0.95,2022-02-27T06:00:00,od_27,motorbike,3.0,motorbike-3,3,AIRPATH alternative,9.449466619615867,215.0560915113244,273.0755097261448,4,False
0.95,2022-02-27T06:00:00,od_27,motorbike,5.0,motorbike-1,0,fastest,8.330234717082032,191.51503999694486,240.0693093000252,6,False
0.95,2022-02-27T06:00:00,od_27,motorbike,5.0,motorbike-2,1,AIRPATH alternative,8.654361663525934,197.4141664765681,249.541948284232,6,False
0.95,2022-02-27T06:00:00,od_27,motorbike,5.0,motorbike-4,2,AIRPATH alternative,9.35531732421219,210.68803095633763,260.468021506585,6,False
0.95,2022-02-27T06:00:00,od_27,motorbike,5.0,motorbike-3,3,AIRPATH alternative,9.449466619615867,215.0560915113244,273.0755097261448,6,False
0.95,2022-02-27T06:00:00,od_27,motorbike,10.0,motorbike-1,0,fastest,8.330234717082032,191.51503999694486,240.0693093000252,7,False
0.95,2022-02-27T06:00:00,od_27,motorbike,10.0,motorbike-2,1,AIRPATH alternative,8.654361663525934,197.4141664765681,249.541948284232,7,False
0.95,2022-02-27T06:00:00,od_27,motorbike,10.0,motorbike-4,2,AIRPATH alternative,9.35531732421219,210.68803095633763,260.468021506585,7,False
0.95,2022-02-27T06:00:00,od_27,motorbike,10.0,motorbike-3,3,AIRPATH alternative,9.449466619615867,215.0560915113244,273.0755097261448,7,False
0.95,2022-02-27T06:00:00,od_27,walking,0.0,walking-1,0,fastest,41.572207993675015,954.9380842809261,1198.9159917013212,0,True
0.95,2022-02-27T06:00:00,od_27,walking,1.0,walking-1,0,fastest,41.572207993675015,954.9380842809261,1198.9159917013212,3,False
0.95,2022-02-27T06:00:00,od_27,walking,1.0,walking-7,1,AIRPATH alternative,41.62414034680998,956.0897241213175,1200.309767336446,3,False
0.95,2022-02-27T06:00:00,od_27,walking,1.0,walking-8,2,AIRPATH alternative,41.63375999875273,956.3314122144857,1200.5358526957716,3,False
0.95,2022-02-27T06:00:00,od_27,walking,1.0,walking-2,3,AIRPATH alternative,42.43011074832727,963.2551603157775,1193.921766367406,3,False
0.95,2022-02-27T06:00:00,od_27,walking,2.0,walking-1,0,fastest,41.572207993675015,954.9380842809261,1198.9159917013212,3,False
0.95,2022-02-27T06:00:00,od_27,walking,2.0,walking-7,1,AIRPATH alternative,41.62414034680998,956.0897241213175,1200.309767336446,3,False
0.95,2022-02-27T06:00:00,od_27,walking,2.0,walking-8,2,AIRPATH alternative,41.63375999875273,956.3314122144857,1200.5358526957716,3,False
0.95,2022-02-27T06:00:00,od_27,walking,2.0,walking-2,3,AIRPATH alternative,42.43011074832727,963.2551603157775,1193.921766367406,3,False
0.95,2022-02-27T06:00:00,od_27,walking,3.0,walking-1,0,fastest,41.572207993675015,954.9380842809261,1198.9159917013212,3,False
0.95,2022-02-27T06:00:00,od_27,walking,3.0,walking-7,1,AIRPATH alternative,41.62414034680998,956.0897241213175,1200.309767336446,3,False
0.95,2022-02-27T06:00:00,od_27,walking,3.0,walking-8,2,AIRPATH alternative,41.63375999875273,956.3314122144857,1200.5358526957716,3,False
0.95,2022-02-27T06:00:00,od_27,walking,3.0,walking-2,3,AIRPATH alternative,42.43011074832727,963.2551603157775,1193.921766367406,3,False
0.95,2022-02-27T06:00:00,od_27,walking,5.0,walking-1,0,fastest,41.572207993675015,954.9380842809261,1198.9159917013212,5,False
0.95,2022-02-27T06:00:00,od_27,walking,5.0,walking-7,1,AIRPATH alternative,41.62414034680998,956.0897241213175,1200.309767336446,5,False
0.95,2022-02-27T06:00:00,od_27,walking,5.0,walking-8,2,AIRPATH alternative,41.63375999875273,956.3314122144857,1200.5358526957716,5,False
0.95,2022-02-27T06:00:00,od_27,walking,5.0,walking-2,3,AIRPATH alternative,42.43011074832727,963.2551603157775,1193.921766367406,5,False
0.95,2022-02-27T06:00:00,od_27,walking,10.0,walking-1,0,fastest,41.572207993675015,954.9380842809261,1198.9159917013212,5,False
0.95,2022-02-27T06:00:00,od_27,walking,10.0,walking-7,1,AIRPATH alternative,41.62414034680998,956.0897241213175,1200.309767336446,5,False
0.95,2022-02-27T06:00:00,od_27,walking,10.0,walking-8,2,AIRPATH alternative,41.63375999875273,956.3314122144857,1200.5358526957716,5,False
0.95,2022-02-27T06:00:00,od_27,walking,10.0,walking-2,3,AIRPATH alternative,42.43011074832727,963.2551603157775,1193.921766367406,5,False
0.95,2022-02-27T06:00:00,od_28,motorbike,0.0,motorbike-1,0,fastest,8.135485464425692,204.12034371297437,257.16198950233223,0,True
0.95,2022-02-27T06:00:00,od_28,motorbike,1.0,motorbike-1,0,fastest,8.135485464425692,204.12034371297437,257.16198950233223,1,True
0.95,2022-02-27T06:00:00,od_28,motorbike,1.0,motorbike-2,1,AIRPATH alternative,8.695158291245583,217.12738976718893,273.48058385225863,1,True
0.95,2022-02-27T06:00:00,od_28,motorbike,2.0,motorbike-1,0,fastest,8.135485464425692,204.12034371297437,257.16198950233223,2,True
0.95,2022-02-27T06:00:00,od_28,motorbike,2.0,motorbike-2,1,AIRPATH alternative,8.695158291245583,217.12738976718893,273.48058385225863,2,True
0.95,2022-02-27T06:00:00,od_28,motorbike,2.0,motorbike-3,2,AIRPATH alternative,9.323703435851872,235.5120929762551,297.00401310699715,2,True
0.95,2022-02-27T06:00:00,od_28,motorbike,3.0,motorbike-1,0,fastest,8.135485464425692,204.12034371297437,257.16198950233223,3,False
0.95,2022-02-27T06:00:00,od_28,motorbike,3.0,motorbike-2,1,AIRPATH alternative,8.695158291245583,217.12738976718893,273.48058385225863,3,False
0.95,2022-02-27T06:00:00,od_28,motorbike,3.0,motorbike-3,2,AIRPATH alternative,9.323703435851872,235.5120929762551,297.00401310699715,3,False
0.95,2022-02-27T06:00:00,od_28,motorbike,3.0,motorbike-4,3,AIRPATH alternative,10.234448123278826,251.2986458221376,317.06725965875563,3,False
0.95,2022-02-27T06:00:00,od_28,motorbike,5.0,motorbike-1,0,fastest,8.135485464425692,204.12034371297437,257.16198950233223,5,False
0.95,2022-02-27T06:00:00,od_28,motorbike,5.0,motorbike-2,1,AIRPATH alternative,8.695158291245583,217.12738976718893,273.48058385225863,5,False
0.95,2022-02-27T06:00:00,od_28,motorbike,5.0,motorbike-3,2,AIRPATH alternative,9.323703435851872,235.5120929762551,297.00401310699715,5,False
0.95,2022-02-27T06:00:00,od_28,motorbike,5.0,motorbike-4,3,AIRPATH alternative,10.234448123278826,251.2986458221376,317.06725965875563,5,False
