scenario_id,mode,route_id,total_distance_m,total_travel_time_minutes,segment_count,static_exposure_index,airpath_exposure_index,oracle_exposure_index,absolute_exposure_difference_airpath_minus_static,percentage_exposure_difference_airpath_vs_static,edge_jaccard_with_fastest,edge_difference_fraction_from_fastest,evaluation_label,forecaster,exposure_framework_b,departure_time,forecasting_origin,clock_time
od_03,walking,walking-4,3502.8060662306657,42.03367279476799,151,1106.7128377444674,1072.196161656054,1292.3230181705208,-34.516676088413305,-3.1188466340338032,0.0180722891566265,0.9819277108433736,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,walking,walking-5,3439.206865857348,41.27048239028817,156,1087.1257407309286,1059.27151666431,1260.4660280664705,-27.8542240666186,-2.5621897286592463,0.014792899408284,0.985207100591716,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,walking,walking-6,3671.8372304681416,44.0620467656177,159,1156.2945832086589,1125.1686397881783,1345.9688548124018,-31.12594342048033,-2.691869690689669,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,walking,walking-7,4047.1230223139096,48.56547626776692,194,1278.1094590398284,1242.943607601292,1486.1838601680208,-35.165851438536265,-2.75139591447468,0.1140350877192982,0.8859649122807017,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,walking,walking-8,3757.112562960388,45.08535075552466,160,1187.3294990075965,1155.1002106289905,1379.428140953125,-32.229288378605816,-2.714435075145018,0.0146198830409356,0.9853801169590644,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-1,2879.1708152343526,6.910009956562447,177,181.99319190865563,176.53640749611074,212.1590349781832,-5.456784412544891,-2.998345353096346,1.0,0.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-2,2965.050267630812,7.116120642313948,147,187.44505603513971,182.60237732700844,217.39218441187612,-4.842678708131302,-2.583519037825922,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-3,3037.969810029627,7.291127544071104,132,192.254237178262,186.8736761602481,223.40753736584384,-5.380561018013879,-2.7986696662632795,0.047457627118644,0.952542372881356,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-4,3730.3427598280064,8.952822623587215,186,236.4369034510893,229.45161116999583,275.00140995448083,-6.98529228109345,-2.954400171519108,0.0,1.0,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
od_03,motorbike,motorbike-5,3722.69973823452,8.934479371762848,146,234.89912684038885,228.7085830274853,272.91862169173925,-6.190543812903542,-2.6354052040005844,0.0157232704402515,0.9842767295597484,development_exploratory_not_untouched_final,C_xgboost_current_pm,hourly_forecast_bucket_aware_arrival_time_exposure,2022-02-27T06:00:00,2022-02-27T05:00:00,06:00
